system:index,CEC,IntraVarMaxTemp,IntraVarPPT,MAP,MAPVariance,MAT,MATMax,MatMaxVar,PPTSeasonality,SIF2015_mean,Sand,WaterTableDepth,constant,mcwd2015,ppt2015_mean,temp2015_mean,Long,Lat
457,15,1.50736691,128.3830111,2129.359702,331.8239963,299.30264,307.59705,0.408389027,0.560646614,-1.878648047,34,-2.3439176,0,-2.627381428,-0.573818076,1.393203021,-64.45412164,-7.860258736
458,14,1.60090083,129.7484135,2136.483388,281.7699472,299.34338,307.65457,0.384140082,0.561328153,-1.878648047,30,-2.0299537,0,-2.755809981,-0.747305182,1.289525535,-64.00496399,-7.860258736
459,14,1.631427564,123.328208,2074.08267,253.9497741,299.45975,307.77606,0.289258246,0.565215736,-1.21583368,34,-2.0511053,0,-3.434667787,-0.808800597,1.255967641,-63.55580635,-7.860258736
460,14,1.5691331,127.8313848,2266.607796,150.1135681,299.54587,307.6845,0.331172683,0.53572584,-2.343373385,41,-2.4779527,0,0,-1.354881444,1.823057001,-62.65749107,-7.860258736
461,15,1.841307427,129.4809161,2296.195962,218.3800605,299.4701,307.87128,0.334639802,0.54071065,-2.15536916,48,-2.8678384,0,0,-1.438981622,2.225683103,-62.20833343,-7.860258736
462,15,1.960338826,136.6236441,2322.614045,213.8089853,299.47598,307.9233,0.320778708,0.53780171,-1.446951204,40,-5.8590846,0,0,-0.89567354,2.180652868,-61.75917578,-7.860258736
463,16,1.951773634,147.4119916,2302.657312,249.5212716,299.6114,307.68173,0.307084443,0.61170632,-1.023965785,37,-9.012226,0,-3.478136559,-1.410259285,2.098729433,-60.8608605,-7.860258736
464,14,1.518679012,155.6233753,2409.08756,250.4902852,299.39148,307.0032,0.415766481,0.635772417,-0.989086752,39,-7.108733,0,-4.920105897,-1.093582456,1.972660777,-60.41170286,-7.860258736
465,15,2.208766254,161.0086749,2588.924168,255.9242382,299.35056,307.88388,0.476063043,0.604983953,-2.081281713,41,-7.406205,0,0,-1.118991266,2.084368566,-59.96254521,-7.860258736
466,11,2.358322099,159.013073,2575.581842,249.5331881,299.24564,307.814,0.516918914,0.599975797,-2.081281713,42,-10.690413,0,0,-1.970013763,1.982681253,-59.51338757,-7.860258736
467,11,2.351399167,158.1956505,2538.924828,281.5628502,299.1394,307.61505,0.551115727,0.6102878,-1.187570889,44,-10.946645,0,0,-2.038293635,1.826980062,-59.06422993,-7.860258736
468,12,2.329342442,162.9461314,2501.36888,346.9143711,299.51828,307.88773,0.519982214,0.647915229,-1.499416501,42,-7.8534703,0,-2.719487951,-1.686061472,1.687081069,-58.61507229,-7.860258736
469,12,1.965287726,150.2981214,2482.057263,352.9589943,300.17914,307.6727,0.495743745,0.585131536,-0.172452053,46,-6.3539214,0,-2.636554998,-1.581001237,1.637068163,-58.16591465,-7.860258736
470,12,2.063178411,155.7167846,2590.181555,303.8346268,299.9112,308.06628,0.584864258,0.571194728,-0.882848424,46,-5.4854584,0,0,-1.71740029,1.94318585,-57.716757,-7.860258736
471,13,2.155646326,156.0113836,2657.386456,339.8350579,299.5903,308.23755,0.615746065,0.567616703,-1.054016379,48,-9.663945,0,0,-1.759593249,2.091949969,-57.26759936,-7.860258736
472,13,2.058726813,143.2992472,2357.802847,305.1283034,298.88748,307.33817,0.626265218,0.606546137,0.05228478,45,-6.9044085,0,0,-2.091213891,2.372472191,-56.81844172,-7.860258736
473,14,1.812379667,149.3476078,2339.304729,341.5044368,298.93747,307.4123,0.568498875,0.614480827,-1.508262607,50,-8.632191,0,0,-1.413157963,2.482353353,-56.36928408,-7.860258736
474,13,1.823518129,152.3981036,2404.82136,255.8076308,298.86853,307.2997,0.548545729,0.600310195,-2.578056731,48,-9.193685,0,0.408248303,-1.406649233,2.828394206,-55.92012644,-7.860258736
475,12,1.692950609,141.8533094,2257.039106,257.1530559,298.93787,307.15936,0.478038437,0.608056044,-1.703714616,45,-6.9045916,0,-2.327429331,-1.277511276,3.046844866,-54.57265351,-7.860258736
476,12,1.686369688,139.4498915,2167.06584,271.785783,298.62262,306.78824,0.511972934,0.62293112,-1.95042196,41,-10.938085,0,-27.5013366,-0.696520633,3.310594144,-54.12349587,-7.860258736
477,12,1.671587781,136.5388665,2277.881179,309.2519905,298.5876,306.50436,0.472610442,0.579607707,-1.673285683,45,-6.382329,0,-42.4555407,-1.035692359,3.394327266,-53.67433823,-7.860258736
478,13,1.401789478,130.9131101,2196.621234,240.6899217,298.46976,305.82892,0.487407536,0.584944796,-1.359318449,46,-7.9099646,0,-2.262702594,-1.608017082,3.545484963,-53.22518058,-7.860258736
479,12,1.293415675,133.4341576,2147.851765,133.4314947,298.5228,305.45694,0.484001494,0.593101443,-0.912538363,38,-11.776086,0,0,-1.506792239,3.332736488,-52.77602294,-7.860258736
480,13,1.6153322,136.4000859,2257.127214,237.451814,298.9349,306.08676,0.524818936,0.584259639,-0.672319104,39,-11.552377,0,0,-1.588313916,3.425816362,-52.3268653,-7.860258736
481,12,1.631134,133.1429571,2181.562581,230.6048804,298.42462,305.65408,0.556052261,0.58894043,-1.791191957,32,-13.581473,0,0.40824829,-1.324536304,3.452643759,-51.87770766,-7.860258736
482,12,1.77414714,131.4083721,2105.251469,298.4963498,298.3711,306.0508,0.545750913,0.608005734,-0.716688366,39,-9.658134,0,0,-1.622370101,3.096210887,-51.42855002,-7.860258736
483,26,1.142512718,61.82948343,1332.519761,154.3878853,284.49988,292.8531,0.31871783,0.402375925,3.444592074,39,-56.56464,0,0,-2.074514647,0.462188006,-77.47969326,-7.411101094
484,22,0.881027889,67.52758414,1582.388578,152.3708269,290.3924,298.10144,0.273199651,0.330404776,3.444592074,42,-39.385303,0,0,-1.20332816,1.741098064,-77.03053561,-7.411101094
485,17,0.940843598,61.5183413,1494.352707,147.7817899,296.60822,305.08115,0.425677278,0.295931246,-1.879653665,34,-23.865664,0,-16.42383045,-0.742604097,1.294028038,-76.13222033,-7.411101094
486,13,1.374796225,69.53322916,1578.124516,98.14601142,297.83228,306.92245,0.472852983,0.322184889,-1.048807128,35,-19.28105,0,-7.910611726,-0.39151793,1.434920847,-75.68306269,-7.411101094
487,15,1.028526453,65.37779504,1602.80851,152.8846695,299.5558,307.42325,0.339476409,0.301695891,-1.797506391,34,-5.2287564,0,0.812249094,-0.437638965,1.313752188,-75.23390505,-7.411101094
488,15,0.969402021,74.19624397,1807.842281,209.5760399,299.3592,307.0342,0.357133575,0.295528591,-1.282070856,35,-12.491704,0,0.408248284,-0.450813039,1.381639202,-74.7847474,-7.411101094
489,14,1.122196573,78.85424536,1961.838897,227.1451818,298.50476,307.09335,0.42568829,0.290919637,-1.418160843,38,-7.7957463,0,0.408248283,-0.637266443,1.161637422,-74.33558976,-7.411101094
490,14,1.156604168,83.88624765,2122.723136,204.1100872,298.50107,307.1064,0.500148433,0.333087154,-1.844135602,32,-11.394186,0,0.408248304,-0.508676899,1.150677905,-73.88643212,-7.411101094
491,14,1.397726813,91.85885805,2252.888379,244.306211,298.61096,307.4272,0.410703097,0.346051758,-1.423294714,44,-6.471032,0,0,0.171875002,1.064547953,-73.43727448,-7.411101094
492,14,1.422574001,101.7630075,2186.831577,261.860613,298.84833,307.7459,0.430786656,0.393674402,-0.134447158,47,-4.3057227,0,0.408248304,0.264568384,1.061086223,-72.98811683,-7.411101094
493,13,1.139980373,103.1213833,2208.001845,185.8518741,298.8217,307.05792,0.372077666,0.422341899,-0.816761986,40,-4.2812304,0,0,0.387830821,1.077117622,-72.08980155,-7.411101094
494,13,1.130275777,103.0608127,2352.926175,198.3912654,298.8421,306.95944,0.395235618,0.408733652,-2.000028915,37,-4.1411357,0,0,0.121320018,1.156750021,-71.64064391,-7.411101094
495,13,1.233234088,107.8183779,2402.592411,281.6776944,298.7563,307.41724,0.527871006,0.420320115,-0.761034805,37,-5.343547,0,0,-0.018048542,1.353719501,-71.19148627,-7.411101094
496,14,1.209995434,119.4226853,2490.379721,300.9724496,298.65555,307.18906,0.446485127,0.474192792,-1.916281153,35,-7.6922727,0,0,-0.312376198,1.449976636,-70.74232862,-7.411101094
497,14,1.162429404,125.8625598,2521.376083,275.9751877,298.62323,307.0024,0.46093766,0.494177209,-0.581281697,26,-6.8266344,0,0,-0.207532686,1.337491022,-70.29317098,-7.411101094
498,14,1.077869979,128.3824815,2605.306217,289.1306154,298.85132,306.79773,0.372284027,0.46858873,-0.335345421,21,-4.1255193,0,0,-0.250931872,1.945392857,-69.84401334,-7.411101094
499,16,1.165966232,131.9395268,2628.344684,283.3605618,298.75565,307.02704,0.406672161,0.479253627,-1.174269488,15,-3.7953606,0,0,-0.169920661,1.568667119,-69.3948557,-7.411101094
500,15,1.259799409,133.1143392,2628.374243,296.3183013,298.8173,307.29385,0.529031655,0.483742126,-0.332297201,17,-4.1739254,0,0,-0.278536743,1.738956171,-68.94569806,-7.411101094
501,14,1.264995152,138.5055491,2708.138839,242.5237848,298.87,307.43604,0.446370955,0.489056559,-1.169476244,25,-5.680769,0,0,-0.286553202,1.56842063,-68.49654041,-7.411101094
502,13,1.324887636,138.9472405,2685.770949,250.6656437,298.93265,307.52615,0.464515294,0.494678654,-1.169476244,33,-5.1347857,0,0,-0.504498124,1.434581059,-68.04738277,-7.411101094
503,14,1.307396761,137.508696,2580.30404,261.1750582,299.0427,307.28958,0.453406743,0.48012452,-1.502089023,35,-3.9629395,0,-5.904709753,-1.151072732,1.495387005,-67.59822513,-7.411101094
504,14,1.425929139,133.4975968,2519.471493,172.5067708,299.04858,307.56558,0.446236156,0.494599771,-0.316404986,32,-3.4621494,0,0,-0.329944829,2.025794132,-67.14906749,-7.411101094
505,15,1.416331715,134.2500869,2470.584158,288.0660113,299.1031,307.5368,0.456955415,0.504950921,-2.005683478,34,-4.194442,0,0,-0.197923518,1.91696465,-66.69990985,-7.411101094
506,15,1.365459997,130.9804893,2403.289923,305.9802363,299.12753,307.47964,0.465152605,0.514990747,-0.178004197,34,-2.5782363,0,0,-0.093703777,1.80414983,-66.2507522,-7.411101094
507,16,1.355607728,138.6737181,2345.731084,200.7937646,299.12274,307.4326,0.387774666,0.560507033,-0.995608318,33,-2.5895977,0,0,-0.327185922,1.555634558,-65.80159456,-7.411101094
508,15,1.450976603,136.6670848,2312.372557,127.2294063,299.2298,307.58432,0.399683181,0.547679152,-1.268938751,26,-3.1229568,0,0.408248284,-0.427250612,1.374305957,-65.35243692,-7.411101094
509,16,1.123816354,129.4491598,2204.663698,238.815999,299.51974,306.92233,0.245431449,0.526536539,-2.791928738,25,-2.750382,0,0.4082483,-0.406019966,1.206937701,-64.90327928,-7.411101094
510,15,1.394376718,126.6647951,2167.470543,204.221159,299.4622,307.239,0.329579611,0.518753409,-0.234564877,34,-2.933209,0,-30.20165809,-0.569845267,1.416487492,-64.45412164,-7.411101094
511,13,1.564057276,124.5190007,2153.671187,186.2573314,299.3802,307.74704,0.352091052,0.526075459,-0.234564877,34,-2.0518327,0,-32.14440448,-0.770795226,1.487894256,-64.00496399,-7.411101094
512,14,1.560853022,120.9401058,2116.076655,180.0713596,299.3865,307.74158,0.304042635,0.531476933,-1.226220661,34,-2.1940498,0,0,-0.671928365,1.584720645,-63.55580635,-7.411101094
513,14,1.279890786,131.6886614,2341.851232,157.9310529,299.68747,307.14453,0.238887104,0.549483985,-0.740576686,21,-2.1404195,0,0,-1.219054166,1.792549976,-62.65749107,-7.411101094
514,15,1.697639881,129.6164412,2326.641721,243.1893375,299.5109,307.84283,0.387556512,0.545449283,-1.126952418,33,-2.4464018,0,0,-1.599018029,1.993922451,-62.20833343,-7.411101094
515,15,1.779535736,135.6527527,2299.305551,222.4492276,299.49585,307.88895,0.371259328,0.564258346,0.073272779,38,-4.1014004,0,0,-1.205643914,1.973110825,-61.75917578,-7.411101094
516,17,1.861175209,139.7749394,2362.745857,239.6885288,299.43848,307.78384,0.388094179,0.565137276,-0.938328678,38,-4.8248925,0,-3.686617723,-1.787454822,2.290077011,-61.31001814,-7.411101094
517,18,1.826737593,143.7110843,2420.404945,239.777439,299.5268,307.765,0.349995396,0.573642164,-1.279674178,39,-5.3369055,0,0.408248302,-1.434517256,2.041039976,-60.8608605,-7.411101094
518,14,1.767226931,150.3703093,2661.836679,256.4036241,299.40945,307.6733,0.430365003,0.54709609,-0.171412338,37,-8.368212,0,0,-1.497606087,2.169816863,-60.41170286,-7.411101094
519,13,2.110663171,158.7391694,2704.916805,234.322142,299.23166,307.7478,0.499494124,0.579148875,-2.261852094,37,-7.865341,0,0,-0.77571185,1.785100076,-59.96254521,-7.411101094
520,12,2.216169439,163.8351204,2688.339317,180.764997,299.30365,307.82065,0.522157548,0.592391227,-2.261852094,40,-12.845919,0,0,-0.751196359,1.736693432,-59.51338757,-7.411101094
521,12,2.382375163,170.9276762,2666.292596,202.3280067,299.43384,308.03296,0.48945389,0.595066842,-2.005217593,41,-10.013132,0,0,-1.582904302,1.870961524,-59.06422993,-7.411101094
522,12,2.135278473,165.175498,2731.214755,287.1251847,299.6471,308.1735,0.475908899,0.559992532,-2.056915693,43,-8.43128,0,0,-1.572295311,1.645937091,-58.61507229,-7.411101094
523,11,1.6028065,151.5605935,2619.28921,254.7546291,300.19925,307.03677,0.514544388,0.543145696,-1.593106063,41,-5.0271072,0,0,-1.421229015,1.889310322,-58.16591465,-7.411101094
524,13,2.142218382,160.9228193,2711.903863,276.7089808,299.68896,307.83014,0.605761661,0.57923254,-1.874265181,44,-8.907359,0,0,-2.061315374,2.362032344,-57.716757,-7.411101094
525,13,2.233377561,154.5976497,2577.294866,252.6216273,299.56155,307.94135,0.620363521,0.581229054,-0.366418837,46,-11.431059,0,0,-2.209593718,2.325096649,-57.26759936,-7.411101094
526,13,2.015593928,151.5652184,2479.340712,298.8518773,299.17035,307.7931,0.603300427,0.594662577,0.318611875,48,-9.940293,0,0,-1.843600881,2.71020543,-56.81844172,-7.411101094
527,13,1.894991757,145.8205639,2373.702591,212.8635614,299.05008,307.55585,0.577443198,0.59555374,-1.432357204,48,-9.719629,0,0,-1.543545983,2.895652863,-56.36928408,-7.411101094
528,12,1.731869781,135.4963302,2253.265369,288.6959375,298.97977,307.22275,0.481851331,0.565351406,-2.723614345,47,-8.114492,0,0.408248275,-1.153361579,3.036449664,-54.57265351,-7.411101094
529,12,1.736134786,134.7240891,2256.774832,289.9841587,298.8013,306.88483,0.461400944,0.5432131,-1.173028026,46,-8.452317,0,-3.877277924,-1.475660266,3.102708729,-54.12349587,-7.411101094
530,12,1.289809529,133.1270861,2296.036117,339.4553145,298.7291,305.98956,0.410734926,0.521117779,-0.96423292,42,-8.5992565,0,0,-1.691591912,3.074698519,-53.67433823,-7.411101094
531,12,1.70934117,128.9618644,2190.338689,274.5696255,298.71646,306.08252,0.50168233,0.530944124,-1.283724815,40,-12.316232,0,-47.06030479,-1.185086069,3.163962183,-53.22518058,-7.411101094
532,11,1.730370932,130.1664816,2177.739557,252.639957,298.8759,306.1947,0.525339812,0.56171938,-0.791031658,34,-9.336405,0,0,-1.436049103,3.29080716,-52.77602294,-7.411101094
533,13,1.485538168,131.6943078,2265.536048,286.3701006,298.9688,305.87674,0.497168526,0.560079375,-1.307578333,38,-13.326813,0,0,-2.392651814,3.007885101,-52.3268653,-7.411101094
534,12,1.667638133,130.3707323,2091.696688,226.8887795,298.5058,306.12537,0.529584587,0.576351889,-2.955533942,36,-6.340204,0,0,-2.005977815,3.107318327,-51.87770766,-7.411101094
535,12,1.66605458,124.8161015,2153.749464,302.4412225,298.8461,306.4762,0.537645399,0.537341965,-2.040124056,40,-8.345219,0,0,-1.39509936,2.842654628,-51.42855002,-7.411101094
536,28,0.93124725,59.01871334,1376.370654,173.5237951,288.68393,296.94177,0.22777943,0.369314926,-0.242820605,40,-54.1696,0,0,-1.1969264,0.332332873,-77.47969326,-6.961943452
537,17,0.914467285,79.03704994,2054.186288,166.1848504,297.1938,305.20615,0.412585823,0.26409789,-0.26680194,38,-28.650759,0,0.408248297,-0.557069505,1.389239719,-75.68306269,-6.961943452
538,12,1.228655066,76.22590529,2064.145289,200.8865832,299.69077,307.95435,0.420106446,0.25432037,-1.443475372,32,-8.726958,0,0.552309055,-0.574746977,1.427921116,-75.23390505,-6.961943452
539,14,0.954194457,79.17255282,2043.22304,357.7673772,299.69705,307.5445,0.381292122,0.244289956,-0.499481285,38,-10.4578495,0,0.575812566,-0.277933046,1.52102201,-74.7847474,-6.961943452
540,13,1.129390737,91.86588405,2151.636646,234.6204004,299.04175,307.97195,0.464097092,0.283976886,-2.325222583,38,-5.7445793,0,0.408248311,-0.288634869,1.216068064,-74.33558976,-6.961943452
541,14,1.004185081,86.83787912,2232.945203,173.9248495,298.70755,307.44443,0.47147549,0.292566043,-2.223220225,36,-11.563797,0,0,-1.241536584,1.231125053,-73.88643212,-6.961943452
542,15,1.262416757,97.48801718,2311.566041,242.5655477,298.86258,307.80594,0.390234545,0.344593912,-1.377096066,35,-4.7599545,0,0,-0.59602014,1.237801555,-73.43727448,-6.961943452
543,15,1.2363819,100.3251346,2252.626794,247.913437,298.7765,307.72464,0.417672145,0.390025928,-0.57908004,39,-5.520089,0,0,-0.281120396,1.217694279,-72.98811683,-6.961943452
544,15,1.215026577,109.9010611,2306.55032,248.6098748,298.76303,307.63065,0.398847964,0.420089101,-0.57908004,37,-6.4474993,0,0,-0.188246116,1.185185046,-72.53895919,-6.961943452
545,15,1.251162527,106.9094477,2312.664013,228.1348019,298.68738,307.46085,0.45394304,0.418664494,-1.086696613,35,-5.1590805,0,0,-0.186417883,1.486324024,-72.08980155,-6.961943452
546,14,1.175701289,105.4008906,2368.935389,277.1220442,298.658,307.38586,0.508796245,0.42005444,-1.050733899,34,-4.7713203,0,0,0.041715362,1.14345766,-71.64064391,-6.961943452
547,15,1.053816905,110.7076467,2485.978463,310.574425,298.77856,306.8865,0.410437814,0.420638746,-0.574766185,35,-3.796205,0,0,-0.322517833,1.336212011,-71.19148627,-6.961943452
548,14,0.959642135,118.7740767,2529.620412,322.7991502,298.79428,306.75684,0.398803168,0.456692861,-1.20114654,32,-4.6974783,0,0,-0.087656375,1.319571946,-70.74232862,-6.961943452
549,15,0.949119806,123.7547388,2539.954773,290.6683695,298.78604,306.64832,0.41080176,0.467532697,-1.613250315,30,-5.09152,0,0,-0.356720129,1.341168027,-70.29317098,-6.961943452
550,14,1.038435425,137.4664029,2633.413656,316.754004,298.81946,306.97455,0.417889432,0.481415012,-0.987386417,34,-4.4862337,0,0,-0.185202978,1.724241515,-69.84401334,-6.961943452
551,14,1.012519403,132.7578956,2612.546953,318.7434033,298.9722,306.7873,0.371834388,0.471237342,-1.228523568,34,-4.9595966,0,0,-0.228896882,1.634222005,-69.3948557,-6.961943452
552,16,1.093842593,139.607806,2799.522197,321.6314878,299.05664,307.00668,0.388658248,0.456229746,-0.783102296,28,-4.5613213,0,0,-0.40043751,1.578826229,-68.94569806,-6.961943452
553,15,1.157014147,144.0618462,2823.821431,343.1556832,299.04562,307.03986,0.390674101,0.459768444,-1.485180479,27,-4.394166,0,0,0.129473663,1.516802633,-68.49654041,-6.961943452
554,14,1.250140876,142.1808933,2805.454426,313.5252092,299.05374,307.38892,0.401587515,0.450788244,-1.485180479,33,-4.481508,0,0,0.060959783,1.58423531,-68.04738277,-6.961943452
555,16,1.359010597,133.5987835,2632.350559,238.856052,299.0049,307.5658,0.387302646,0.473066868,-0.867687631,35,-5.41557,0,0,-0.726523151,1.653640739,-67.59822513,-6.961943452
556,16,1.344124366,137.0243704,2546.696178,261.4217371,299.0361,307.53198,0.403885051,0.50749781,-1.690281771,34,-3.9682984,0,0,-0.665006008,1.787622762,-67.14906749,-6.961943452
557,19,1.333859335,131.5855878,2455.062332,172.2213818,299.10245,307.51987,0.466926982,0.508385669,-0.637155425,35,-3.6855204,0,0,-0.302399476,1.646691625,-66.69990985,-6.961943452
558,17,1.358029148,135.1099664,2425.488992,173.2932305,299.1735,307.50238,0.443672644,0.51890992,-0.869147322,35,-3.7982771,0,0,-0.314476483,1.669579589,-66.2507522,-6.961943452
559,19,1.306962681,136.1319366,2505.977726,186.341635,299.22272,307.3797,0.347451019,0.497040406,-1.778621972,30,-3.0614672,0,0.408248278,-0.562714133,1.515400907,-65.80159456,-6.961943452
560,19,1.427664389,139.8384438,2486.124173,189.2986532,299.24078,307.61078,0.365637042,0.514483954,-1.413996136,28,-2.866366,0,0.40824829,-0.112474136,1.173109018,-65.35243692,-6.961943452
561,18,1.432114596,128.5855363,2373.7862,182.9860978,299.3814,307.7103,0.366178375,0.510679286,-2.901502693,25,-1.7204239,0,0.408248279,-0.259800976,1.051354228,-64.90327928,-6.961943452
562,14,1.376374188,124.6306146,2294.275395,162.3130917,299.56015,307.667,0.314005295,0.502126574,-1.628098604,28,-2.7026918,0,0.408248274,-0.496099971,1.421906902,-64.45412164,-6.961943452
563,14,1.475877631,126.4179024,2329.710519,172.8384681,299.4896,307.83594,0.323266227,0.503510262,-1.628098604,34,-1.6615552,0,-17.7898598,-0.617847176,1.481206768,-64.00496399,-6.961943452
564,14,1.537927636,128.4370878,2305.030103,223.8901399,299.3663,307.83597,0.292268748,0.524491731,-0.407496301,29,-2.4032784,0,-79.87605452,-0.767177063,1.487629911,-63.55580635,-6.961943452
565,13,1.529011868,130.9144426,2338.423175,170.267076,299.43787,307.9811,0.34133045,0.527538648,-0.79289888,21,-2.1244173,0,0,-1.28659765,1.530554749,-63.10664871,-6.961943452
566,12,1.346802474,130.7573119,2435.012637,227.809415,299.71713,307.33173,0.312270415,0.515207425,-1.356613139,18,-2.826597,0,0,-1.465465218,1.770247762,-62.65749107,-6.961943452
567,14,1.490878677,137.7614007,2515.326972,281.2959379,299.62967,307.49347,0.28228871,0.526549309,-1.265964913,23,-2.1104333,0,0,-1.44180836,1.78664462,-62.20833343,-6.961943452
568,13,1.661321254,134.5303019,2569.939571,265.4448988,299.5093,307.80774,0.359668059,0.497321933,-0.83486171,30,-2.8858197,0,0,-1.603974075,1.88658257,-61.75917578,-6.961943452
569,16,1.751194669,140.7674154,2650.402455,275.2927,299.50388,307.8102,0.366900359,0.497813598,-1.075517155,53,-5.0502386,0,0,-1.645604561,1.713618566,-61.31001814,-6.961943452
570,15,1.754381318,148.0889068,2672.248084,206.3694196,299.47507,307.8173,0.337482896,0.534963338,0.207361682,54,-6.3303223,0,0.408248284,-1.209437405,1.977151556,-60.8608605,-6.961943452
571,13,1.291220378,148.5749581,2782.554336,319.9127846,299.58505,306.9728,0.390759761,0.512077759,-2.007159878,41,-7.812758,0,0,-1.299135196,1.865702373,-60.41170286,-6.961943452
572,12,1.820966191,163.7224058,2798.251768,309.5418686,299.29324,307.76056,0.529082756,0.58521637,-1.856493608,33,-9.959509,0,0.40824829,-0.767936226,1.96479491,-59.96254521,-6.961943452
573,11,2.079363474,162.5344228,2722.729859,291.571219,299.54755,307.92117,0.537356673,0.598920928,-1.856493608,37,-8.716653,0,0.408248285,-0.594409652,1.704802743,-59.51338757,-6.961943452
574,13,2.388706022,162.4763756,2667.584574,257.4002494,299.86902,308.277,0.495172278,0.5875404,-2.125409547,37,-8.06979,0,0,-1.508231048,1.834335656,-59.06422993,-6.961943452
575,12,2.261764526,158.0512103,2658.218485,217.0632755,300.15466,308.1651,0.553902541,0.559524139,0.166030089,38,-8.144572,0,0,-1.572511397,1.640190102,-58.61507229,-6.961943452
576,12,2.091802019,158.8389792,2685.011126,218.6129008,300.04813,307.64764,0.598137214,0.553872071,-1.049916538,41,-6.5891685,0,-3.665261072,-1.810633139,2.114400965,-58.16591465,-6.961943452
577,13,2.142770281,161.0133649,2677.896012,261.1056908,299.84692,308.13275,0.626323805,0.587447246,-1.441946166,40,-10.771994,0,0,-1.453459451,2.127475416,-57.716757,-6.961943452
578,13,2.058835584,163.4724775,2758.753713,332.7302178,299.58377,308.23013,0.645056418,0.578123314,-1.136207575,42,-10.865321,0,0,-1.351152276,2.386470542,-57.26759936,-6.961943452
579,13,1.823249738,141.5652615,2385.484486,273.0226747,299.12955,307.60437,0.576022902,0.543810312,0.303717317,46,-11.118082,0,0,-1.330770925,2.826100093,-55.92012644,-6.961943452
580,13,1.853627647,148.7322459,2312.608127,249.2320717,299.1844,307.44833,0.528426801,0.579895424,-0.650698846,46,-7.2877383,0,0.207574977,-1.239448435,2.777598337,-55.02181115,-6.961943452
581,13,1.81167314,140.5967089,2315.170685,309.0886211,299.10812,307.21143,0.468476549,0.536108102,-0.770835837,43,-8.4040985,0,-36.3511357,-1.461931316,2.933920108,-54.57265351,-6.961943452
582,13,1.706601604,137.5160661,2323.827339,300.3856828,299.0091,306.93527,0.427624329,0.521780687,-1.670444971,48,-8.965324,0,-1.985298078,-1.855155936,2.826607162,-54.12349587,-6.961943452
583,12,1.65788105,134.1893259,2345.058565,348.4366427,298.858,306.66348,0.476547547,0.529804086,-2.0032675,44,-9.590359,0,0,-1.147081695,2.913209765,-53.67433823,-6.961943452
584,12,1.71701852,136.0373709,2380.113477,379.9754547,298.8739,306.41156,0.455522555,0.523174551,-2.689822919,40,-8.828917,0,0,-1.240252781,2.923208737,-53.22518058,-6.961943452
585,12,1.5554449,136.4287825,2352.69047,224.4403319,298.72748,305.86243,0.466621587,0.530654782,-1.929704621,38,-9.684186,0,-2.507625679,-1.719495361,2.682412957,-52.3268653,-6.961943452
586,11,1.580532379,123.1443197,2200.521984,285.7105187,298.93436,306.29675,0.458972125,0.50735906,-3.850867077,38,-8.324067,0,0,-1.750726238,2.432844056,-51.87770766,-6.961943452
587,12,1.504270905,127.2242159,2244.732246,210.8244515,299.0558,306.4074,0.491313936,0.517813187,-3.556430363,42,-5.135666,0,0,-2.396409148,2.415287018,-51.42855002,-6.961943452
588,12,1.330464386,119.3665618,2027.372093,302.1398427,298.417,305.6214,0.524956642,0.558161482,-2.753164226,38,-14.74995,0,0,-2.086225907,2.53745254,-50.97939237,-6.961943452
589,28,1.010256797,51.06248788,1195.124527,169.7957337,288.1272,296.4164,0.249145502,0.350227161,-0.242820605,39,-41.678413,0,-3.920078904,-1.389568816,0.132993385,-77.47969326,-6.51278581
590,17,1.008730937,72.76677125,1928.057002,173.3701334,297.3557,305.19388,0.408307788,0.260684715,-0.463340449,38,-24.351341,0,-12.52951721,-1.095807233,1.674940652,-76.13222033,-6.51278581
591,14,1.049541448,85.70572019,2205.884438,150.2444863,298.62198,306.41995,0.451929663,0.274681436,-0.26680194,38,-15.916239,0,0,-0.557960162,1.786284965,-75.68306269,-6.51278581
592,12,1.16667163,79.72054028,2133.278795,175.2407541,299.68466,307.9157,0.426918291,0.27258849,-1.443475372,32,-4.2081375,0,0,-0.481594366,1.399649768,-75.23390505,-6.51278581
593,13,0.912154382,82.17187374,2111.569646,241.7949803,299.6358,307.44485,0.372281387,0.25946949,-0.499481285,36,-2.5574071,0,0.554154796,-0.358580139,1.511439473,-74.7847474,-6.51278581
594,14,1.023700306,96.32543411,2226.49229,207.1673372,299.2123,308.12643,0.39484143,0.29335213,-2.325222583,34,-2.7367053,0,0.408248302,-0.554332217,1.426647915,-74.33558976,-6.51278581
595,14,1.04199243,89.39159847,2299.891629,244.6012852,298.95132,307.80167,0.438780523,0.292572484,-2.223220225,33,-5.250804,0,0,-1.100828425,1.284467051,-73.88643212,-6.51278581
596,16,1.183535091,99.01015255,2405.716139,279.0175381,298.90555,307.84116,0.417839688,0.334076561,-1.377096066,34,-5.110072,0,0,-0.667785954,1.648736594,-73.43727448,-6.51278581
597,14,1.172764636,107.2739607,2350.267569,193.8271706,298.78912,307.7292,0.426763042,0.39544857,-0.57908004,35,-4.9667816,0,0,-0.208884408,1.493329175,-72.98811683,-6.51278581
