fitted_values,original_values
0.281762821,-0.468913407
0.532976816,-1.620502914
0.720284115,-1.028372535
0.354428568,-0.83232934
0.575590547,-0.504347392
0.663031642,-1.754097513
0.60854461,-1.094209754
0.457576598,-1.007116915
1.303583019,0.106050763
1.08972229,-0.04937485
1.172797867,-0.759394549
0.808929346,-0.265050786
0.097826914,-1.692919173
0.06350286,-1.56359881
0.158648402,-0.756113733
-0.064076876,-1.147959916
0.208852762,-1.147959916
0.216505351,-0.513812054
0.564405384,0.616233935
0.571222022,-0.373153398
0.369374065,-1.386419453
0.360473998,-1.317911477
0.094421991,-1.638436287
0.122950441,-1.587187146
-0.130640545,-0.462051685
-0.313722467,-0.798716456
-0.227705685,-1.562079094
-0.109853562,-3.018631655
-0.050683271,-0.512618885
0.090370948,-0.937811167
0.154449932,-2.162001205
0.114605129,-1.906257087
0.044861084,-0.301833482
0.381110653,-1.0974957
0.132704911,-0.628925485
0.566583971,-1.850277986
0.49026995,-1.110142106
0.036818152,-1.032432272
0.272546642,-0.501219021
0.308456552,-0.512458917
0.423513425,-1.123308353
0.517873826,-0.477034616
0.659506904,0.34978758
0.755479205,-2.463674757
0.895508049,-1.839710555
0.644582413,-1.546995045
0.658790975,0.751015288
1.032188939,-0.713857463
0.213630024,-3.017532477
0.111142928,-2.283286731
0.10437151,-1.458661705
0.009502648,-0.508875986
0.182630115,-0.508875986
0.482937744,-0.485466478
0.394571259,-0.494599912
0.471375658,-2.019074617
0.183864673,-0.774456402
0.052845987,-1.394919557
0.103550114,-1.436412364
0.025299766,-0.967677578
0.079606837,-0.967677578
0.10555944,-1.090243726
-0.063708734,-2.045736476
0.029383234,-1.339770555
0.106523515,-0.287408916
0.099681833,-0.798927844
-0.011404373,-1.358064196
0.088054727,-0.508515815
0.434057277,-2.685548716
0.260644664,-0.761762989
0.504134922,-1.911629169
0.437123457,-1.489945618
0.296578894,-1.206156137
0.21469553,-1.206156137
0.226102556,-0.657550413
0.200234034,-0.758858319
0.202229591,-1.194007836
0.239004665,-1.112058323
0.2421715,-0.891683491
0.045141241,-0.543707165
-0.05592025,-0.052330438
0.190377218,-0.169152704
0.439673926,-1.315571929
0.242799112,-1.315571929
0.651335059,-0.65186915
0.618346137,-0.883101662
0.605504894,-1.45392687
0.540794603,0.476863237
0.494111957,-1.020180518
0.681807399,-1.244980067
1.804312826,-1.15486408
0.474741684,0.720538246
0.987050721,-0.937206624
0.862327469,-0.06308011
0.34443891,0.12201663
-0.011907302,-0.738841893
-0.027978906,-1.764766702
0.077289134,-0.22042978
0.235821079,-0.695270562
0.326583377,-0.695270562
0.540485781,0.157348122
0.395777174,-0.676610342
0.287152348,-0.281159042
0.172417531,-1.296840165
0.139691131,-0.271299296
0.109840159,-0.343311313
0.101354901,-0.848280463
0.176937815,-0.848280463
0.111255404,-0.418662373
0.306562263,-0.424484004
0.175090113,-1.182326077
0.2614963,-1.54922346
0.145741296,-1.720213432
0.129846769,-2.620006271
0.070749521,-1.224892038
0.152893302,-1.42946699
0.329683156,-1.135935498
0.505803007,-0.855821939
0.393602557,-1.212997755
0.146533561,0.325868311
0.456491634,-1.582333463
0.52538206,-0.665188409
0.767381628,-0.998216553
0.568114361,-1.322407182
0.391141237,-0.846858573
0.094548101,-0.846858573
0.198982225,-0.264999518
-0.06413911,-0.932612465
0.073983829,-1.010109652
-0.147455471,-0.988055132
-0.149942171,-1.303058039
-0.140916234,-0.336997041
-0.059739436,-0.81557057
0.441958859,-0.44432091
0.426799006,-0.550465618
0.574465947,-1.125754641
0.611041181,0.059565273
0.668496487,-0.544256647
0.747893826,-2.004015971
0.518564242,-1.374426765
2.08390794,0.349919728
1.74446672,0.349919728
1.033677108,0.370164698
0.638490492,-1.183416928
0.543446766,-0.307229231
0.272149795,-1.978334125
0.222089283,-0.636640567
0.02473908,-1.197331328
0.023813251,-0.5885064
0.12817698,-0.893365253
0.082198729,-1.553803984
0.164245917,-2.870752956
0.194318385,-0.515615235
0.200885694,-1.350580341
0.311817581,-0.615314095
0.316206865,-1.013150067
0.226558636,-1.013897348
-0.016242322,-1.935355922
0.063662077,0.196999499
0.111841201,0.196999499
-0.014932478,-0.779763073
0.15285074,-1.443511225
0.28754843,-2.725439699
0.308638945,-1.383964765
0.655910027,-0.738593079
0.475736861,-1.597994366
0.224475216,-1.646454616
0.162864572,-1.878648047
0.16415632,-1.878648047
0.356578309,-1.21583368
0.382330204,-2.343373385
0.415984707,-2.15536916
0.631977452,-1.446951204
0.794121652,-1.023965785
0.466771647,-0.989086752
0.386572613,-2.081281713
-0.060137272,-2.081281713
-0.188634582,-1.187570889
-0.124576677,-1.499416501
-0.252939988,-0.172452053
-0.335428426,-0.882848424
-0.217858106,-1.054016379
-0.198214012,0.05228478
0.147286276,-1.508262607
0.329820312,-2.578056731
0.429365003,-1.703714616
0.708285418,-1.95042196
0.4224541,-1.673285683
0.578972235,-1.359318449
0.772490668,-0.912538363
0.601635366,-0.672319104
0.619779245,-1.791191957
0.245867179,-0.716688366
1.727047189,3.444592074
1.43474753,3.444592074
0.666269591,-1.879653665
0.479277407,-1.048807128
0.245124062,-1.797506391
0.292957507,-1.282070856
-0.163757523,-1.418160843
-0.024052359,-1.844135602
0.008101133,-1.423294714
0.004585851,-0.134447158
0.225493519,-0.816761986
0.078797777,-2.000028915
-0.187588478,-0.761034805
0.11204574,-1.916281153
0.146342498,-0.581281697
0.232693861,-0.335345421
0.296163332,-1.174269488
0.047154216,-0.332297201
0.188755615,-1.169476244
-0.003277372,-1.169476244
-0.106384161,-1.502089023
0.327616188,-0.316404986
0.257711664,-2.005683478
0.187348737,-0.178004197
0.551518928,-0.995608318
0.539831,-1.268938751
0.603989053,-2.791928738
0.433784334,-0.234564877
0.262961353,-0.234564877
0.477001042,-1.226220661
0.566608934,-0.740576686
0.232847902,-1.126952418
0.441796272,0.073272779
0.508156608,-0.938328678
0.671044659,-1.279674178
0.26451504,-0.171412338
0.186272609,-2.261852094
0.324231086,-2.261852094
0.13809838,-2.005217593
-0.109518865,-2.056915693
-0.274673515,-1.593106063
-0.123184651,-1.874265181
-0.053161608,-0.366418837
0.078231722,0.318611875
0.366692738,-1.432357204
0.342708167,-2.723614345
0.287154948,-1.173028026
0.182937012,-0.96423292
0.396762322,-1.283724815
0.307026448,-0.791031658
0.264583111,-1.307578333
0.178314132,-2.955533942
0.051643043,-2.040124056
2.214874338,-0.242820605
0.742816802,-0.26680194
-0.201322305,-1.443475372
-0.18652412,-0.499481285
-0.2831214,-2.325222583
-0.122514586,-2.223220225
-0.02442405,-1.377096066
0.088562613,-0.57908004
0.214573832,-0.57908004
0.152742728,-1.086696613
-0.104346887,-1.050733899
-0.02738874,-0.574766185
0.043099542,-1.20114654
0.127001361,-1.613250315
0.108466195,-0.987386417
0.142692108,-1.228523568
0.170103491,-0.783102296
0.154015604,-1.485180479
0.091039549,-1.485180479
0.319582883,-0.867687631
0.332959799,-1.690281771
0.623917345,-0.637155425
0.543952262,-0.869147322
0.675227428,-1.778621972
0.71511815,-1.413996136
0.592648854,-2.901502693
0.447664361,-1.628098604
0.359872079,-1.628098604
0.375999351,-0.407496301
0.234903426,-0.79289888
0.098394119,-1.356613139
0.20087717,-1.265964913
-0.027212429,-0.83486171
0.133311882,-1.075517155
0.449777341,0.207361682
0.018364026,-2.007159878
0.09621307,-1.856493608
-0.003597788,-1.856493608
0.07487989,-2.125409547
-0.137981385,0.166030089
-0.241684992,-1.049916538
0.021536305,-1.441946166
-0.037563096,-1.136207575
0.243471849,0.303717317
0.305392859,-0.650698846
0.260590097,-0.770835837
0.201010698,-1.670444971
0.166544991,-2.0032675
0.089779181,-2.689822919
0.173183263,-1.929704621
-0.120405522,-3.850867077
-0.182702581,-3.556430363
0.069951754,-2.753164226
1.667572379,-0.242820605
0.549967008,-0.463340449
0.215915708,-0.26680194
-0.266646089,-1.443475372
-0.274645986,-0.499481285
-0.134985596,-2.325222583
-0.335925803,-2.223220225
-0.010559973,-1.377096066
0.137108339,-0.57908004
0.220855113,-0.57908004
0.097638569,-1.086696613
0.062549307,-1.050733899
-0.084018963,-0.574766185
0.070373838,-1.20114654
0.176530739,-1.613250315
0.059740368,-0.987386417
-0.111186816,-1.228523568
0.076165553,-0.783102296
0.100900443,-1.485180479
0.843392047,-1.485180479
0.304609017,-0.867687631
0.31012829,-1.690281771
0.475721527,-0.637155425
0.429614363,-0.869147322
0.819396119,-1.778621972
0.888172118,-1.413996136
0.62282536,-2.901502693
0.51469558,-1.628098604
0.418472208,-1.628098604
0.368099441,-0.407496301
0.075079698,-0.79289888
0.259167467,-1.356613139
0.060300575,-1.265964913
0.123464256,-0.83486171
-0.056279321,-1.075517155
0.180111898,0.207361682
-0.122803596,-2.007159878
-0.135983817,-1.856493608
-0.087400599,-1.856493608
0.025429793,-2.125409547
-0.155808812,0.166030089
-0.144451933,-1.049916538
0.062979829,-1.441946166
0.316042618,-1.136207575
0.346245304,-1.537219855
0.308279231,-0.664516764
0.268225083,0.303717317
0.187094037,-0.650698846
0.204697863,-0.770835837
0.068915195,-1.670444971
0.24997038,-2.0032675
0.135164406,-2.689822919
0.075263556,-2.753164226
0.074495287,-2.840498774
1.820155589,-0.965166193
0.575807238,-1.345539134
0.276663101,-0.707144395
-0.134092871,-1.610277787
-0.100927749,-0.94207989
-0.376167245,-0.55416921
0.127484022,-2.232644846
-0.012680489,-1.582089222
0.175347053,-1.212547706
0.011756707,-1.212547706
-0.221482711,-1.640534675
-0.218981536,-1.044394331
-0.000713429,-2.391016682
-0.213261537,-1.850930067
0.017901247,-0.763381969
-0.186352495,-1.523760978
-0.097314218,-1.01125769
0.219415576,-1.043503841
0.121701766,-1.063486738
0.078022804,-1.063486738
0.320421127,-1.264318448
0.270481126,-0.703821647
0.165522212,-1.82467997
0.337153057,-1.072085132
0.463548619,0.032158609
0.471190705,-1.306845055
0.325208189,-0.75742328
0.400998277,-1.764168453
0.490709101,-1.764168453
0.512209003,-0.690358284
0.326305321,-0.611117767
0.091095574,-0.042952684
0.205338607,-1.265021186
0.143722411,-0.476578083
0.112099,-0.788893558
-0.065310627,-0.037544674
-0.145882598,-0.945347877
-0.129450072,-1.471408168
-0.171848679,-1.471408168
-0.385481222,-1.856003521
-0.1678013,-0.79808407
0.26271618,-0.689738977
0.266750677,-1.070804868
0.295438349,-1.920996006
0.101546366,-1.624420935
0.308497083,-1.028606554
0.553771767,-0.778748987
0.421082905,-0.778748987
0.243370556,-0.713387193
0.07014191,-1.712173845
0.137691474,-1.675611205
0.034613613,-2.29947216
0.016996286,-2.985869802
0.065641979,0.858681817
0.000101588,0.858681817
-0.23062894,-0.311334999
1.230340326,-0.36856637
1.80826078,-0.880207988
1.470996154,-0.457060753
0.666335565,-0.457060753
-0.345392252,-2.171804194
0.068801378,-1.036476273
0.199305296,-1.285220767
0.07465877,-1.170726232
-0.138927304,-2.007560582
-0.132528884,-0.854215542
0.042276595,-1.791286313
-0.083639271,-0.76596013
-0.219618262,-1.491134852
-0.0901791,-1.491134852
-0.407797678,-1.736385685
-0.064176736,-1.17288131
-0.008382562,-1.588531475
0.027356686,-1.493712218
-0.104920216,-1.2712773
-0.145013247,-1.179665796
-0.102791133,-1.312263296
0.147275119,0.177085437
0.190525076,-0.90900253
0.028320942,-0.90900253
-0.016625104,-1.659787147
0.149168937,-0.844919435
0.134792157,-1.310176012
-0.049916153,-2.442756553
0.494946178,-1.08894655
0.200149074,-0.839776729
0.214162061,-0.69124812
0.451524032,-0.888533051
0.222058776,-0.888533051
0.349458756,-1.133447748
0.423539968,-1.09881405
0.223897325,0.474923797
-0.089619658,0.550001432
-0.046192264,-1.370139104
-0.072042958,-1.137362919
-0.024397535,-1.910321631
-0.030309229,-1.098006604
-0.155952871,-1.029023141
-0.161139107,-1.029023141
-0.290702109,-2.265294561
-0.033449652,-1.601732539
0.127454448,-2.421255168
0.157091314,-0.566047992
0.141391146,-0.542732856
0.128896262,-2.269261141
0.13729636,-1.833755844
0.491525812,-1.229122348
0.410641968,-1.283722283
0.202725445,-1.283722283
0.274832494,-0.870576501
0.095253406,-1.557296556
0.277923376,-2.906841417
0.35250941,-2.105128328
0.295775022,-1.107224728
0.105783734,-0.168625926
-0.027021026,-3.307675194
-0.015543749,-3.307675194
0.694203312,0.152138381
0.323681945,0.048539454
-0.395207135,0.048539454
-0.056581618,-1.201827193
-0.133858099,-0.581119299
-0.138184619,-1.644804174
-0.04597894,-1.153882269
-0.039033675,-1.092899815
-0.104706304,-1.094747634
-0.110132275,-0.24110098
-0.083676154,-0.288303858
-0.151701461,-1.828907502
-0.088414066,-1.828907502
-0.329648928,-1.470613537
-0.410973537,-2.009375259
-0.339773542,-0.702041449
-0.268210897,-1.317414925
-0.254797628,-0.91046732
-0.26498973,-2.331447694
-0.336624725,-0.099130474
-0.130043074,-0.951758541
-0.128483456,-1.737030874
-0.188220771,-1.737030874
-0.110146864,-2.864842802
0.036975806,-2.82952531
-0.037221919,-1.432851413
-0.07932211,-1.721426877
0.064877917,-1.23694747
-0.207081068,-1.059869421
-0.009153587,-0.232877153
0.177724312,0.072074044
0.254224239,0.072074044
0.17019891,-1.191709459
0.256131361,-0.739193888
0.256774914,-0.997809871
0.025151835,-1.507323656
-0.122648385,-1.787584965
-0.07662535,-1.577372662
0.081825971,-1.586231945
-0.074332709,-0.808228472
-0.301431322,-1.229743615
-0.315976082,-1.229743615
-0.051323623,-0.969171047
-0.018589423,-1.61119283
0.058972889,-1.65617206
-0.148732632,-1.668832182
0.023723021,-0.177759176
0.100265907,-3.065325934
0.210879199,-0.530165862
0.166457346,-1.312733622
0.296894684,-0.989457979
0.241426566,-0.989457979
0.034578292,-0.383582729
0.112239916,-1.472128171
0.150339821,-1.501764163
0.10720614,-1.862160242
0.238057241,-0.564353216
0.091425429,-0.784802048
0.206108981,-1.226392953
-0.168529035,-1.912869601
-0.010697711,-2.00932652
-0.033407906,-0.904843854
0.859876221,1.089641051
0.792754983,-0.652084862
0.348154316,-0.522525928
-0.270712321,-2.204053137
-0.287337206,-2.204053137
-0.158602109,-1.056788327
-0.099610302,-0.654301356
0.05912647,-0.487688004
0.029836911,-1.281018731
-0.09406929,-1.68926765
0.222853748,-2.870022874
-0.047402035,-2.371034564
-0.405207104,-3.834993842
-0.507950205,-2.763311313
-0.555547464,-2.763311313
-0.589259035,-2.385741927
-0.598613598,-1.502272412
-0.472574761,-1.374561851
-0.197902069,-1.248998007
-0.093234292,-1.240905209
-0.57809721,-2.8695052
-0.404518243,-2.338654753
-0.443547216,-1.645792085
-0.258427948,-2.353468218
-0.256824977,-2.353468218
-0.131851692,-2.454606418
-0.203202144,-2.406833504
0.081042459,-0.951593929
-0.028746389,0.312998894
-0.067266808,-0.715428828
-0.09094274,-1.354584548
-0.176481017,-1.267635055
0.043389549,-1.044197754
0.267802729,-1.044197754
0.347958756,-4.426438503
0.231395247,-1.305995321
0.330391638,-1.815970501
-0.152197919,-2.990203167
-0.054821135,-1.852598411
-0.12007595,-2.253350044
-0.088756732,-2.46361724
-0.00098178,-2.370873725
-0.271821074,-1.725778833
-0.258024242,-1.725778833
-0.164170787,-2.111034142
-0.245693543,-1.729536882
0.10268989,-3.290049864
0.097361836,-2.764055801
0.255204311,-2.371054235
0.171516614,-0.370574444
0.040914121,-1.817000761
0.144544876,-0.996719332
0.224029239,-0.996719332
0.02863862,-2.383774959
0.112233725,-2.062997066
-0.060806492,-1.988540668
0.3403571,-1.530958856
0.38713531,0.454559879
0.297260818,-1.69237066
0.141747049,-2.864318829
0.039204402,-2.826150337
0.183387281,-2.080326859
0.115348256,-2.486683296
0.754929788,0.127643941
0.718733117,-1.643960521
0.628990822,-1.568343524
-0.151861907,-0.639167435
-0.480185817,-0.639167435
-0.291389132,-1.402467902
-0.086624861,-2.153972801
0.077526023,-1.870119154
0.041861283,-0.444005272
-0.056755687,-1.661396695
0.263094689,-2.059009955
-0.216290829,-1.119411111
-0.375404622,-1.391038463
-0.687169016,-1.391038463
-0.710406335,-2.24407119
-0.665464758,-1.515580943
-0.412740274,-0.765012804
-0.163820968,-0.582469902
-0.5256106,-1.269258204
-0.396561616,-1.320212029
-0.437050396,-2.338846184
-0.247929172,-2.270573762
-0.207727668,-2.270573762
-0.215580849,-1.161887263
-0.186556468,-1.393418272
-0.093306595,-1.268496637
-0.052485421,-1.563721677
-0.202570806,-2.484121747
-0.072780747,-1.072595516
-0.121901695,-0.467976081
-0.017714666,-1.202939409
0.542315422,-1.202939409
0.28367787,-1.526556253
0.11505863,-2.645962729
0.190789194,-1.883058071
-0.186992419,-2.408098825
-0.196061296,-1.736912529
-0.047421186,-2.702317947
-0.068801974,-2.329575319
-0.073193992,-2.348365753
-0.475979392,-1.415095689
-0.436139064,-1.415095689
-0.485036879,-1.57670138
-0.432511088,-2.689793285
-0.142819595,-0.424717721
0.113361798,-1.83356864
0.301649696,-2.033016386
0.031681525,-1.833774684
0.049962601,-1.608489907
0.341724449,-1.608434009
0.449919394,-1.347220159
0.383645493,-2.126313161
0.439049988,-2.081734721
0.431900491,-1.395767094
0.202796437,-2.257619241
0.153210147,-2.432598567
0.169884871,-1.202033307
1.135453633,-1.011678927
0.89511104,-1.590212055
-0.016881272,-1.697677224
-0.432991118,-1.697677224
-0.405400231,-2.481860193
-0.296151356,-0.861923309
0.205377731,-1.994495188
0.009737811,-1.08154742
-0.151075929,-1.615491613
-0.437978591,-1.413100576
-0.38086713,-0.913643636
-0.721167429,-1.471273941
-0.771769667,-4.049187631
-0.561661298,-4.049187631
-0.482239542,-3.000219597
-0.56082962,-1.727988198
-0.5697006,-1.456935725
-0.59211314,-1.211499998
-0.618956772,-4.964887565
-0.308723647,-3.135175584
-0.47776797,-1.892899936
-0.313652926,-1.3759585
-0.344070265,-1.951540614
-0.206890223,-1.951540614
-0.325270981,-2.534726
-0.319915191,-1.355848343
-0.280005628,-0.123759437
-0.295840597,-0.487315152
-0.206728742,-1.635624487
-0.384835475,-1.211182883
-0.234519258,-1.70355127
-0.116730818,-1.556063164
-0.057496891,-1.556063164
-0.040924086,-1.464704992
-0.039898685,-2.0322234
-0.279346863,-2.327773771
0.065143656,-3.198160447
-0.043922968,-2.047428053
-0.148154905,-1.815575856
-0.205559189,-2.394152535
-0.28256818,-2.394152535
-0.073326784,-1.844997755
0.02790205,-2.905792254
0.103033216,-2.063415823
-0.018964617,-1.868907536
-0.019141042,-2.215364286
0.109955553,-3.017552371
0.141183589,-1.805536866
0.452397101,-1.805536866
0.23586967,-3.400366207
0.294453743,-3.289835927
0.269231456,-3.141692694
0.247071253,-2.315751351
0.057184389,-1.604375386
0.497743651,-2.394309256
1.059274258,-0.704120688
0.736497266,-1.567822076
-0.330174045,-1.04512332
-0.345119032,-1.04512332
-0.325309128,-1.020542978
-0.480081613,-0.834613185
-0.125605352,-0.739661341
-0.16759026,-1.174183652
-0.223674379,-0.937640868
-0.141045546,-2.268400872
-0.325831708,-3.651446529
-0.591518217,-1.852181682
-0.427709685,-1.618187294
-0.473817795,-1.618187294
-0.893339165,-1.635046178
-0.735496385,-2.055340214
-0.702410176,-1.24260949
-0.398058532,-2.240873746
-0.424984438,-2.499244402
-0.267445886,-3.060929058
-0.267521753,-1.547467826
-0.350345734,-1.692629717
-0.095594399,-3.009627088
-0.067832433,-3.009627088
-0.129663748,-2.89325669
-0.032936444,-0.579492247
-0.158185983,-2.138821944
-0.083153268,-1.664894548
-0.00819916,-1.451159127
-0.05580944,-0.418995923
-0.235487288,-1.909350341
-0.289939297,-2.132171158
-0.129578093,-2.132171158
-0.266112846,-3.026168681
-0.220050588,-1.687830932
-0.551890657,-2.54655918
-0.108932351,-1.665072569
0.05309742,-1.035450312
0.081574224,-2.325204175
-0.245279785,-2.518862738
-0.176344773,-2.120198987
-0.145495154,-3.285851067
0.230263466,-2.663667599
0.200026133,-2.961100919
0.15679846,-1.825027988
0.246897236,-2.612319403
0.366492187,-2.612319403
0.856395385,-1.013979297
-0.145712272,-1.296772913
-0.138592917,-1.296772913
-0.330508479,-1.535940402
-0.179807136,-0.82299218
-0.236427356,-1.105694239
-0.237808929,-2.607946466
-0.302837123,-2.295428571
-0.391213156,-2.654856852
-0.381683024,-2.02819713
-0.455389625,-2.308275589
-0.487902978,-0.938022867
-0.699189222,-0.938022867
-0.722396591,-1.53358936
